pair,buy_exchange,buy_price,sell_exchange,sell_price,spread,spread_pct,timestamp
SOL/USDC,Coinbase,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:30:39.529549+05:30
SOL/USDC,Coinbase,151.82,Binance,152.66,0.84,0.5533,2025-06-02 19:30:39.747695+05:30
SOL/USDC,Coinbase,151.83,Binance,152.66,0.83,0.5467,2025-06-02 19:30:39.967284+05:30
SOL/USDC,Coinbase,151.8,Binance,152.66,0.86,0.5665,2025-06-02 19:30:40.18148+05:30
SOL/USDC,Coinbase,151.81,Binance,152.66,0.85,0.5599,2025-06-02 19:30:40.397879+05:30
SOL/USDC,Hyperliquid,151.805,Binance,152.66,0.855,0.5632,2025-06-02 19:30:40.615609+05:30
SOL/USDC,Coinbase,151.78,Binance,152.66,0.88,0.5798,2025-06-02 19:30:42.356734+05:30
SOL/USDC,Coinbase,151.74,Binance,152.66,0.92,0.6063,2025-06-02 19:30:42.789535+05:30
SOL/USDC,Coinbase,151.697,Binance,152.66,0.963,0.6348,2025-06-02 19:30:43.008221+05:30
SOL/USDC,Coinbase,151.78,Binance,152.66,0.88,0.5798,2025-06-02 19:30:43.239169+05:30
SOL/USDC,Coinbase,151.74,Binance,152.66,0.92,0.6063,2025-06-02 19:30:43.704766+05:30
SOL/USDC,Coinbase,151.76,Binance,152.66,0.9,0.593,2025-06-02 19:30:44.58676+05:30
SOL/USDC,Hyperliquid,151.785,Binance,152.66,0.875,0.5765,2025-06-02 19:30:45.020592+05:30
SOL/USDC,Kucoin,151.79,Binance,152.66,0.87,0.5732,2025-06-02 19:30:46.1014+05:30
SOL/USDC,Hyperliquid,151.82,Binance,152.66,0.84,0.5533,2025-06-02 19:30:46.537225+05:30
SOL/USDC,Hyperliquid,151.825,Binance,152.66,0.835,0.55,2025-06-02 19:30:46.752097+05:30
SOL/USDC,Coinbase,151.82,Binance,152.66,0.84,0.5533,2025-06-02 19:30:48.918585+05:30
SOL/USDC,Hyperliquid,151.825,Binance,152.66,0.835,0.55,2025-06-02 19:30:49.133358+05:30
SOL/USDC,Hyperliquid,151.825,Binance,152.66,0.835,0.55,2025-06-02 19:30:51.286503+05:30
SOL/USDC,Coinbase,151.85,Binance,152.66,0.81,0.5334,2025-06-02 19:30:51.718567+05:30
SOL/USDC,Kucoin,151.86,Binance,152.66,0.8,0.5268,2025-06-02 19:30:52.152532+05:30
SOL/USDC,Coinbase,151.84,Binance,152.66,0.82,0.54,2025-06-02 19:30:53.659155+05:30
SOL/USDC,Coinbase,151.77,Binance,152.66,0.89,0.5864,2025-06-02 19:30:53.873528+05:30
SOL/USDC,Coinbase,151.82,Binance,152.66,0.84,0.5533,2025-06-02 19:30:54.51788+05:30
SOL/USDC,Hyperliquid,151.81,Binance,152.66,0.85,0.5599,2025-06-02 19:30:56.031153+05:30
SOL/USDC,Hyperliquid,151.805,Binance,152.66,0.855,0.5632,2025-06-02 19:30:56.46678+05:30
SOL/USDC,Hyperliquid,151.82,Binance,152.66,0.84,0.5533,2025-06-02 19:30:57.123381+05:30
SOL/USDC,Kucoin,151.86,Binance,152.66,0.8,0.5268,2025-06-02 19:30:57.582515+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:30:58.446584+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:00.612905+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:02.771057+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:04.935052+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:07.101594+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:09.259971+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:11.42517+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:13.580082+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:15.749397+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:17.896844+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:20.055519+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:22.225839+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:24.387072+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:26.550607+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:28.724588+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:30.8759+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:33.028676+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:35.181444+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:37.334886+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:39.489301+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:41.653052+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:43.820729+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:45.979848+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:48.137096+05:30
SOL/USDC,GateIo,151.87,Binance,152.66,0.79,0.5202,2025-06-02 19:31:50.296537+05:30
SOL/USDC,Binance,152.74,Coinbase,153.54,0.8,0.5238,2025-06-02 19:53:04.381049+05:30
SOL/USDC,Binance,152.74,Coinbase,153.55,0.81,0.5303,2025-06-02 19:53:05.176008+05:30
SOL/USDC,Binance,152.74,Coinbase,153.53,0.79,0.5172,2025-06-02 19:53:06.006606+05:30
SOL/USDC,Binance,152.74,Coinbase,153.543,0.803,0.5257,2025-06-02 19:53:06.220457+05:30
SOL/USDC,Binance,152.74,Coinbase,153.543,0.803,0.5257,2025-06-02 19:53:08.381721+05:30
SOL/USDC,Binance,152.74,Coinbase,153.54,0.8,0.5238,2025-06-02 19:53:09.898621+05:30
SOL/USDC,Binance,152.74,Coinbase,153.52,0.78,0.5107,2025-06-02 19:53:22.472797+05:30
SOL/USDC,Binance,152.74,Coinbase,153.51,0.77,0.5041,2025-06-02 19:53:24.429993+05:30
SOL/USDC,Binance,152.74,Coinbase,153.51,0.77,0.5041,2025-06-02 19:53:26.584475+05:30
SOL/USDC,Binance,152.74,Coinbase,153.53,0.79,0.5172,2025-06-02 19:53:27.658366+05:30
SOL/USDC,Binance,152.74,Coinbase,153.51,0.77,0.5041,2025-06-02 19:53:28.312152+05:30
SOL/USDC,Binance,152.74,Coinbase,153.53,0.79,0.5172,2025-06-02 19:53:29.607612+05:30
SOL/USDC,Binance,152.74,Coinbase,153.52,0.78,0.5107,2025-06-02 19:53:31.760653+05:30
SOL/USDC,Binance,152.74,Coinbase,153.55,0.81,0.5303,2025-06-02 19:53:32.199218+05:30
SOL/USDC,Binance,152.74,Coinbase,153.52,0.78,0.5107,2025-06-02 19:53:32.41287+05:30
SOL/USDC,Binance,152.74,Coinbase,153.51,0.77,0.5041,2025-06-02 19:53:32.840826+05:30
SOL/USDC,Binance,152.74,Coinbase,153.51,0.77,0.5041,2025-06-02 19:53:34.987413+05:30
SOL/USDC,Binance,152.74,Coinbase,153.51,0.77,0.5041,2025-06-02 19:53:37.190067+05:30
SOL/USDC,Binance,152.74,Coinbase,153.52,0.78,0.5107,2025-06-02 19:54:10.222626+05:30
SOL/USDC,Binance,152.74,Coinbase,153.53,0.79,0.5172,2025-06-02 19:54:11.316543+05:30
SOL/USDC,Binance,152.74,Coinbase,153.53,0.79,0.5172,2025-06-02 19:54:13.464127+05:30
SOL/USDC,Binance,152.74,Coinbase,153.51,0.77,0.5041,2025-06-02 19:54:16.715426+05:30
SOL/USDC,Binance,152.74,Coinbase,153.546,0.806,0.5277,2025-06-02 19:54:22.3621+05:30
SOL/USDC,Binance,152.74,Coinbase,153.54,0.8,0.5238,2025-06-02 19:54:22.798569+05:30
SOL/USDC,Binance,152.74,Coinbase,153.54,0.8,0.5238,2025-06-02 19:54:24.983524+05:30
SOL/USDC,Binance,152.74,Coinbase,153.51,0.77,0.5041,2025-06-02 19:54:25.851602+05:30
SOL/USDC,Binance,152.74,Coinbase,153.504,0.764,0.5002,2025-06-02 19:54:39.574968+05:30
SOL/USDC,Binance,152.74,Coinbase,153.51,0.77,0.5041,2025-06-02 19:54:41.312403+05:30
SOL/USDC,Binance,152.74,Coinbase,153.51,0.77,0.5041,2025-06-02 19:55:11.230997+05:30
SOL/USDC,Binance,152.74,Coinbase,153.51,0.77,0.5041,2025-06-02 19:55:13.274959+05:30
SOL/USDC,Binance,152.74,Coinbase,153.54,0.8,0.5238,2025-06-02 19:55:14.472732+05:30
SOL/USDC,Binance,152.74,Coinbase,153.55,0.81,0.5303,2025-06-02 19:55:14.887682+05:30
SOL/USDC,Binance,152.74,Coinbase,153.54,0.8,0.5238,2025-06-02 19:55:15.290024+05:30
SOL/USDC,Binance,152.74,Coinbase,153.56,0.82,0.5369,2025-06-02 19:55:15.689669+05:30
SOL/USDC,Binance,152.74,Coinbase,153.57,0.83,0.5434,2025-06-02 19:55:16.864488+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5622,0.8222,0.5383,2025-06-02 19:55:17.647523+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5706,0.8306,0.5438,2025-06-02 19:55:18.051273+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5689,0.8289,0.5427,2025-06-02 19:55:18.441627+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5529,0.8129,0.5322,2025-06-02 19:55:18.835149+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5689,0.8289,0.5427,2025-06-02 19:55:19.229025+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5706,0.8306,0.5438,2025-06-02 19:55:19.628903+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5689,0.8289,0.5427,2025-06-02 19:55:20.047484+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5706,0.8306,0.5438,2025-06-02 19:55:20.441463+05:30
SOL/USDC,Binance,152.74,Coinbase,153.56,0.82,0.5369,2025-06-02 19:55:20.885812+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5381,0.7981,0.5225,2025-06-02 19:55:22.078769+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5706,0.8306,0.5438,2025-06-02 19:55:22.484049+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5529,0.8129,0.5322,2025-06-02 19:55:22.918836+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5221,0.7821,0.512,2025-06-02 19:55:23.322974+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5381,0.7981,0.5225,2025-06-02 19:55:23.725185+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5221,0.7821,0.512,2025-06-02 19:55:24.13182+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5615,0.8215,0.5378,2025-06-02 19:55:24.53594+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5593,0.8193,0.5364,2025-06-02 19:55:25.042707+05:30
SOL/USDC,Binance,152.74,Coinbase,153.54,0.8,0.5238,2025-06-02 19:55:25.445947+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5615,0.8215,0.5378,2025-06-02 19:55:25.850886+05:30
SOL/USDC,Binance,152.74,Coinbase,153.55,0.81,0.5303,2025-06-02 19:55:26.261797+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5706,0.8306,0.5438,2025-06-02 19:55:26.657304+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5391,0.7991,0.5232,2025-06-02 19:55:27.059569+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.535,0.795,0.5205,2025-06-02 19:55:27.446479+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5521,0.8121,0.5317,2025-06-02 19:55:27.854528+05:30
SOL/USDC,Binance,152.74,Coinbase,153.54,0.8,0.5238,2025-06-02 19:55:28.25274+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5689,0.8289,0.5427,2025-06-02 19:55:28.648974+05:30
SOL/USDC,Binance,152.74,Jupiter,153.5521,0.8121,0.5317,2025-06-02 19:55:29.048229+05:30
SOL/USDC,Binance,152.74,Coinbase,153.55,0.81,0.5303,2025-06-02 19:55:29.442213+05:30
SOL/USDC,Binance,152.74,Coinbase,153.56,0.82,0.5369,2025-06-02 19:55:29.888451+05:30
SOL/USDC,Binance,152.74,Coinbase,153.57,0.83,0.5434,2025-06-02 19:55:30.276508+05:30
SOL/USDC,Binance,152.74,Coinbase,153.56,0.82,0.5369,2025-06-02 19:55:30.663139+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.545,0.805,0.527,2025-06-02 19:55:31.049723+05:30
SOL/USDC,Binance,152.74,Coinbase,153.59,0.85,0.5565,2025-06-02 19:55:33.013053+05:30
SOL/USDC,Binance,152.74,Coinbase,153.583,0.843,0.5519,2025-06-02 19:55:33.824119+05:30
SOL/USDC,Binance,152.74,Coinbase,153.586,0.846,0.5539,2025-06-02 19:55:34.616918+05:30
SOL/USDC,Binance,152.74,Coinbase,153.62,0.88,0.5761,2025-06-02 19:55:35.414272+05:30
SOL/USDC,Binance,152.74,Coinbase,153.63,0.89,0.5827,2025-06-02 19:55:35.803006+05:30
SOL/USDC,Binance,152.74,Coinbase,153.677,0.937,0.6135,2025-06-02 19:55:36.627316+05:30
SOL/USDC,Binance,152.74,Coinbase,153.7,0.96,0.6285,2025-06-02 19:55:37.021321+05:30
SOL/USDC,Binance,152.74,Coinbase,153.68,0.94,0.6154,2025-06-02 19:55:37.42291+05:30
SOL/USDC,Binance,152.74,Coinbase,153.69,0.95,0.622,2025-06-02 19:55:37.811165+05:30
SOL/USDC,Binance,152.74,Coinbase,153.7,0.96,0.6285,2025-06-02 19:55:38.205321+05:30
SOL/USDC,Binance,152.74,Coinbase,153.731,0.991,0.6488,2025-06-02 19:55:39.508318+05:30
SOL/USDC,Binance,152.74,Coinbase,153.7,0.96,0.6285,2025-06-02 19:55:39.957475+05:30
SOL/USDC,Binance,152.74,Coinbase,153.69,0.95,0.622,2025-06-02 19:55:40.195764+05:30
SOL/USDC,Binance,152.74,Coinbase,153.731,0.991,0.6488,2025-06-02 19:55:40.413397+05:30
SOL/USDC,Binance,152.74,Coinbase,153.726,0.986,0.6455,2025-06-02 19:55:40.629324+05:30
SOL/USDC,Binance,152.74,Coinbase,153.729,0.989,0.6475,2025-06-02 19:55:41.715359+05:30
SOL/USDC,Binance,152.74,Coinbase,153.7,0.96,0.6285,2025-06-02 19:55:42.369007+05:30
SOL/USDC,Binance,152.74,Coinbase,153.759,1.019,0.6671,2025-06-02 19:55:42.584775+05:30
SOL/USDC,Binance,152.74,Coinbase,153.74,1,0.6547,2025-06-02 19:55:43.451901+05:30
SOL/USDC,Binance,152.74,Coinbase,153.78,1.04,0.6809,2025-06-02 19:55:43.887606+05:30
SOL/USDC,Binance,152.74,Coinbase,153.76,1.02,0.6678,2025-06-02 19:55:44.104818+05:30
SOL/USDC,Binance,152.74,Coinbase,153.822,1.082,0.7084,2025-06-02 19:55:44.758712+05:30
SOL/USDC,Binance,152.74,Coinbase,153.8,1.06,0.694,2025-06-02 19:55:44.97414+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.775,1.035,0.6776,2025-06-02 19:55:46.061223+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.755,1.015,0.6645,2025-06-02 19:55:46.713993+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.735,0.995,0.6514,2025-06-02 19:55:47.146739+05:30
SOL/USDC,Binance,152.74,Coinbase,153.76,1.02,0.6678,2025-06-02 19:55:48.669157+05:30
SOL/USDC,Binance,152.74,Coinbase,153.75,1.01,0.6613,2025-06-02 19:55:50.21896+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.735,0.995,0.6514,2025-06-02 19:55:50.659907+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.73,0.99,0.6482,2025-06-02 19:55:50.876478+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.715,0.975,0.6383,2025-06-02 19:55:51.559266+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.705,0.965,0.6318,2025-06-02 19:55:51.992493+05:30
SOL/USDC,Binance,152.74,Coinbase,153.75,1.01,0.6613,2025-06-02 19:55:52.64836+05:30
SOL/USDC,Binance,152.74,Coinbase,153.786,1.046,0.6848,2025-06-02 19:55:54.642194+05:30
SOL/USDC,Binance,152.74,Coinbase,153.805,1.065,0.6973,2025-06-02 19:55:54.859801+05:30
SOL/USDC,Binance,152.74,Coinbase,153.796,1.056,0.6914,2025-06-02 19:55:55.733635+05:30
SOL/USDC,Binance,152.74,Coinbase,153.77,1.03,0.6743,2025-06-02 19:55:55.951467+05:30
SOL/USDC,Binance,152.74,Coinbase,153.78,1.04,0.6809,2025-06-02 19:55:56.382773+05:30
SOL/USDC,Binance,152.74,Coinbase,153.78,1.04,0.6809,2025-06-02 19:55:58.561409+05:30
SOL/USDC,Binance,152.74,Coinbase,153.796,1.056,0.6914,2025-06-02 19:55:58.999574+05:30
SOL/USDC,Binance,152.74,Coinbase,153.81,1.07,0.7005,2025-06-02 19:56:00.518246+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.795,1.055,0.6907,2025-06-02 19:56:02.273962+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.795,1.055,0.6907,2025-06-02 19:56:04.478607+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.785,1.045,0.6842,2025-06-02 19:56:05.781333+05:30
SOL/USDC,Binance,152.74,Coinbase,153.81,1.07,0.7005,2025-06-02 19:56:06.003821+05:30
SOL/USDC,Binance,152.74,Coinbase,153.83,1.09,0.7136,2025-06-02 19:56:06.443254+05:30
SOL/USDC,Binance,152.74,Coinbase,153.85,1.11,0.7267,2025-06-02 19:56:07.75089+05:30
SOL/USDC,Binance,152.74,Coinbase,153.91,1.17,0.766,2025-06-02 19:56:08.197788+05:30
SOL/USDC,Binance,152.74,Coinbase,153.953,1.213,0.7942,2025-06-02 19:56:09.299226+05:30
SOL/USDC,Binance,152.74,Coinbase,153.96,1.22,0.7987,2025-06-02 19:56:09.521011+05:30
SOL/USDC,Binance,152.74,Coinbase,153.98,1.24,0.8118,2025-06-02 19:56:10.394987+05:30
SOL/USDC,Binance,152.74,Coinbase,153.99,1.25,0.8184,2025-06-02 19:56:10.610849+05:30
SOL/USDC,Binance,152.74,Coinbase,154,1.26,0.8249,2025-06-02 19:56:10.835293+05:30
SOL/USDC,Binance,152.74,Coinbase,154.03,1.29,0.8446,2025-06-02 19:56:11.48615+05:30
SOL/USDC,Binance,152.74,Coinbase,154.07,1.33,0.8708,2025-06-02 19:56:11.703123+05:30
SOL/USDC,Binance,152.74,Coinbase,154.029,1.289,0.8439,2025-06-02 19:56:12.160766+05:30
SOL/USDC,Binance,152.74,Hyperliquid,154.055,1.315,0.8609,2025-06-02 19:56:13.254954+05:30
SOL/USDC,Binance,152.74,Coinbase,154.08,1.34,0.8773,2025-06-02 19:56:13.690347+05:30
SOL/USDC,Binance,152.74,Hyperliquid,154.085,1.345,0.8806,2025-06-02 19:56:15.006374+05:30
SOL/USDC,Binance,152.74,Hyperliquid,154.08,1.34,0.8773,2025-06-02 19:56:16.094082+05:30
SOL/USDC,Binance,152.74,Hyperliquid,154.075,1.335,0.874,2025-06-02 19:56:17.40198+05:30
SOL/USDC,Binance,152.74,Hyperliquid,154.05,1.31,0.8577,2025-06-02 19:56:18.720702+05:30
SOL/USDC,Binance,152.74,Kucoin,154.05,1.31,0.8577,2025-06-02 19:56:20.916666+05:30
SOL/USDC,Binance,152.74,Kucoin,154.05,1.31,0.8577,2025-06-02 19:56:23.086857+05:30
SOL/USDC,Binance,152.74,Kucoin,154.05,1.31,0.8577,2025-06-02 19:56:25.285131+05:30
SOL/USDC,Binance,152.74,Kucoin,154.05,1.31,0.8577,2025-06-02 19:56:27.453356+05:30
SOL/USDC,Binance,152.74,Kucoin,154.05,1.31,0.8577,2025-06-02 19:56:29.633049+05:30
SOL/USDC,Binance,152.74,Kucoin,154.05,1.31,0.8577,2025-06-02 19:56:31.839254+05:30
SOL/USDC,Binance,152.74,Kucoin,154.05,1.31,0.8577,2025-06-02 19:56:34.019915+05:30
SOL/USDC,Binance,152.74,Kucoin,154.05,1.31,0.8577,2025-06-02 19:56:36.206566+05:30
SOL/USDC,Binance,152.74,Kucoin,154.05,1.31,0.8577,2025-06-02 19:56:38.382154+05:30
SOL/USDC,Binance,152.74,Kucoin,154.05,1.31,0.8577,2025-06-02 19:56:40.546839+05:30
SOL/USDC,Binance,152.74,Kucoin,154.05,1.31,0.8577,2025-06-02 19:56:42.711109+05:30
SOL/USDC,Binance,152.74,Coinbase,153.95,1.21,0.7922,2025-06-02 19:56:44.667442+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.89,1.15,0.7529,2025-06-02 19:56:44.885425+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.895,1.155,0.7562,2025-06-02 19:56:45.102571+05:30
SOL/USDC,Binance,152.74,Coinbase,153.9,1.16,0.7595,2025-06-02 19:56:45.763558+05:30
SOL/USDC,Binance,152.74,Coinbase,153.914,1.174,0.7686,2025-06-02 19:56:46.19502+05:30
SOL/USDC,Binance,152.74,Coinbase,153.91,1.17,0.766,2025-06-02 19:56:46.626674+05:30
SOL/USDC,Binance,152.74,Coinbase,153.91,1.17,0.766,2025-06-02 19:56:48.794456+05:30
SOL/USDC,Binance,152.74,Coinbase,153.94,1.2,0.7856,2025-06-02 19:56:49.885497+05:30
SOL/USDC,Binance,152.74,Coinbase,153.9,1.16,0.7595,2025-06-02 19:56:50.319929+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.895,1.155,0.7562,2025-06-02 19:56:51.191446+05:30
SOL/USDC,Binance,152.74,Coinbase,153.93,1.19,0.7791,2025-06-02 19:56:51.408264+05:30
SOL/USDC,Binance,152.74,Coinbase,153.96,1.22,0.7987,2025-06-02 19:56:51.62506+05:30
SOL/USDC,Binance,152.74,Coinbase,153.97,1.23,0.8053,2025-06-02 19:56:52.055596+05:30
SOL/USDC,Binance,152.74,Coinbase,153.95,1.21,0.7922,2025-06-02 19:56:53.14708+05:30
SOL/USDC,Binance,152.74,Coinbase,153.92,1.18,0.7726,2025-06-02 19:56:54.455008+05:30
SOL/USDC,Binance,152.74,Coinbase,153.91,1.17,0.766,2025-06-02 19:56:54.922462+05:30
SOL/USDC,Binance,152.74,Coinbase,153.93,1.19,0.7791,2025-06-02 19:56:56.906204+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.905,1.165,0.7627,2025-06-02 19:56:57.340406+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.895,1.155,0.7562,2025-06-02 19:56:58.211964+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.9,1.16,0.7595,2025-06-02 19:56:59.73724+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.895,1.155,0.7562,2025-06-02 19:57:00.176216+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.9,1.16,0.7595,2025-06-02 19:57:01.259595+05:30
SOL/USDC,Binance,152.74,Coinbase,153.92,1.18,0.7726,2025-06-02 19:57:01.711919+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.925,1.185,0.7758,2025-06-02 19:57:03.691434+05:30
SOL/USDC,Binance,152.74,Coinbase,153.95,1.21,0.7922,2025-06-02 19:57:03.914465+05:30
SOL/USDC,Binance,152.74,Coinbase,153.96,1.22,0.7987,2025-06-02 19:57:05.001499+05:30
SOL/USDC,Binance,152.74,Kucoin,153.94,1.2,0.7856,2025-06-02 19:57:05.654242+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:06.521257+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:08.686388+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:10.861825+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:13.033663+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:15.233191+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:17.417429+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:19.592365+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:21.784425+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:23.964274+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:26.163497+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:28.330951+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:30.495859+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:32.673607+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:34.837817+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:37.015883+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:39.270896+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:41.650852+05:30
SOL/USDC,Binance,152.74,Jupiter,153.9769,1.2369,0.8098,2025-06-02 19:57:42.042131+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:42.868707+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:45.144864+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:47.527798+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:49.869892+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:52.227933+05:30
SOL/USDC,Binance,152.74,Kucoin,153.96,1.22,0.7987,2025-06-02 19:57:54.560984+05:30
SOL/USDC,Binance,152.74,Coinbase,153.88,1.14,0.7464,2025-06-02 19:57:55.012952+05:30
SOL/USDC,Binance,152.74,Coinbase,153.87,1.13,0.7398,2025-06-02 19:57:55.423239+05:30
SOL/USDC,Binance,152.74,Jupiter,153.9143,1.1743,0.7688,2025-06-02 19:57:55.821668+05:30
SOL/USDC,Binance,152.74,Jupiter,153.9378,1.1978,0.7842,2025-06-02 19:57:56.218554+05:30
SOL/USDC,Binance,152.74,Coinbase,153.93,1.19,0.7791,2025-06-02 19:57:56.622864+05:30
SOL/USDC,Binance,152.74,Coinbase,153.92,1.18,0.7726,2025-06-02 19:57:57.060097+05:30
SOL/USDC,Binance,152.74,Coinbase,153.93,1.19,0.7791,2025-06-02 19:57:57.868769+05:30
SOL/USDC,Binance,152.74,Hyperliquid,153.925,1.185,0.7758,2025-06-02 19:57:59.931347+05:30
